source_file,method,beam,batch_mode,batch_size,model,idx,inputs,equation,verified,elapsed_s,depth0_max_score,depth0_mean_score,depth0_min_score,depth0_n_candidates,depth0_score_1,depth0_score_2,depth0_score_3,depth0_score_4,depth0_score_5,depth1_max_score,depth1_mean_score,depth1_min_score,depth1_n_candidates,depth1_score_1,depth1_score_2,depth1_score_3,depth1_score_4,depth1_score_5,depth2_max_score,depth2_mean_score,depth2_min_score,depth2_n_candidates,depth2_score_1,depth2_score_2,depth2_score_3,depth2_score_4,depth2_score_5
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,1,1 2 4 7,(7 + 1 - 2) * 4 = 24,True,421.21,40.001000000000005,36.201,21.001,5,40.001000000000005,40.001000000000005,40.001000000000005,40.001000000000005,21.001,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,2,2 5 8 11,(11 - 5) * (8 / 2) = 24,True,421.25,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,52.0,40.001000000000005,5,60.0,60.0,60.0,40.001000000000005,40.001000000000005,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,3,3 4 4 13,(13 + 3) + 4 + 4 = 24,True,422.65,60.0,48.6,41.0,5,60.0,60.0,41.0,41.0,41.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,52.0,40.001000000000005,5,60.0,60.0,60.0,40.001000000000005,40.001000000000005
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,10,4 5 7 9,(9 - 5) * 7 - 4 = 24,True,422.8,41.0,29.6,22.0,5,41.0,41.0,22.0,22.0,22.0,41.0,29.6,22.0,5,41.0,41.0,22.0,22.0,22.0,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,4,6 7 8 9,(8 * 6) / (9 - 7) = 24,True,299.6,40.0,40.0,40.0,5,40.0,40.0,40.0,40.0,40.0,60.0,36.201,20.002000000000002,5,60.0,60.0,21.001,20.002000000000002,20.002000000000002,40.001000000000005,20.002,0.003,5,40.001000000000005,40.001000000000005,20.002000000000002,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,26,3 6 9 12,12 * ((9 + 3) / 6) = 24,True,241.48,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,20.002,0.003,5,60.0,40.001,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,12,4 6 6 9,(9 * 4) - 6 - 6 = 24,True,239.93,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,44.001,0.003,5,60.0,60.0,60.0,40.001000000000005,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,5,1 11 11 13,(11 + 1) * (13 - 11) = 24,True,239.85,60.0,24.801,2.001,5,60.0,21.001,21.001,20.002000000000002,2.001,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,36.001,0.003,5,60.0,60.0,60.0,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,0,4 5 6 10,(4 * 5) + (10 - 6) = 24,True,236.65,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,52.0,20.002,5,60.0,60.0,60.0,60.0,20.002
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,19,3 3 6 7,(7 * (6 - 3)) + 3 = 24,True,242.94,60.0,40.8,21.001,5,60.0,41.0,41.0,41.0,21.001,60.0,52.0,40.001000000000005,5,60.0,60.0,60.0,40.001000000000005,40.001000000000005,60.0,36.001,0.003,5,60.0,40.001000000000005,40.001000000000005,40.001000000000005,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,20,1 5 9 13,(13 - 9) * (5 + 1) = 24,True,182.38,60.0,52.2,40.001000000000005,5,60.0,60.0,60.0,41.0,40.001000000000005,60.0,52.0,40.001000000000005,5,60.0,60.0,60.0,40.001000000000005,40.001000000000005,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,13,1 4 4 8,(4 / 1 * 4) + 8 = 24,True,183.64,40.0,40.0,40.0,5,40.0,40.0,40.0,40.0,40.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,40.001,0.003,5,60.0,60.0,40.001000000000005,40.001000000000005,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,11,1 2 8 13,(8 + 13) + (1 + 2) = 24,True,306.7,60.0,33.4,22.0,5,60.0,41.0,22.0,22.0,22.0,60.0,52.0,20.002000000000002,5,60.0,60.0,60.0,60.0,20.002000000000002,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,6,1 8 10 11,(11 + 1) * (10 - 8) = 24,True,187.28,41.0,40.6,40.001000000000005,5,41.0,41.0,41.0,40.001000000000005,40.001000000000005,60.0,48.2,20.002,5,60.0,60.0,60.0,41.0,20.002,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,44,6 10 12 13,12 * (6 / (13 - 10)) = 24,True,122.65,60.0,18.0,2.001,5,60.0,22.0,3.0,3.0,2.001,22.0,16.801,2.001,5,22.0,20.002,20.002,20.002,2.001,60.0,28.002,0.003,5,60.0,40.001000000000005,40.001000000000005,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,40,3 4 9 13,(13 - 9 + 4) * 3 = 24,True,122.81,60.0,52.4,41.0,5,60.0,60.0,60.0,41.0,41.0,60.0,44.001,40.001000000000005,5,60.0,40.001000000000005,40.001000000000005,40.001000000000005,40.001000000000005,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,49,1 6 6 6,6 * (6 - 1) - 6 = 24,True,122.9,60.0,48.6,22.0,5,60.0,60.0,60.0,41.0,22.0,20.002000000000002,20.002,20.002000000000002,5,20.002000000000002,20.002000000000002,20.002000000000002,20.002000000000002,20.002000000000002,60.0,20.002,0.003,5,60.0,20.002000000000002,20.002000000000002,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,31,2 5 10 10,(10 / 5 + 10) * 2 = 24,True,123.43,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,40.001000000000005,24.002,0.003,5,40.001000000000005,40.001000000000005,40.001000000000005,0.003,0.003,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,37,2 2 8 8,(8 / 2) * (8 - 2) = 24,True,123.71,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,52.0,40.001,5,60.0,60.0,60.0,40.001,40.001,60.0,40.001,0.003,5,60.0,60.0,40.001000000000005,40.001000000000005,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,45,1 3 9 9,(9 - 1) * (9 / 3) = 24,True,123.93,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,48.001,40.001,5,60.0,60.0,40.001,40.001,40.001,60.0,44.001,0.003,5,60.0,60.0,60.0,40.001,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,34,5 8 11 12,12 * (8 - (11 - 5)) = 24,True,124.01,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,44.001,0.003,5,60.0,60.0,60.0,40.001000000000005,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,30,2 4 6 7,(7 * 4) - 6 + 2 = 24,True,124.36,60.0,52.4,41.0,5,60.0,60.0,60.0,41.0,41.0,60.0,52.0,40.001000000000005,5,60.0,60.0,60.0,40.001000000000005,40.001000000000005,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,33,6 9 9 11,(11 - 9) * 9 + 6 = 24,True,124.42,41.0,22.0,3.0,5,41.0,22.0,22.0,22.0,3.0,60.0,28.801,21.001,5,60.0,21.001,21.001,21.001,21.001,40.001,40.001,40.001,5,40.001,40.001,40.001,40.001,40.001
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,38,2 7 12 13,(13 - 7) * 2 + 12 = 24,True,125.27,60.0,56.2,41.0,5,60.0,60.0,60.0,60.0,41.0,60.0,44.001,40.001,5,60.0,40.001,40.001,40.001,40.001,60.0,36.001,0.003,5,60.0,60.0,60.0,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,43,4 5 6 8,(4 + 5 - 6) * 8 = 24,True,181.3,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,44.8,41.0,5,60.0,41.0,41.0,41.0,41.0,60.0,24.002,0.003,5,60.0,60.0,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,35,5 6 8 10,(8 * 5) - 10 - 6 = 24,True,182.07,60.0,48.6,41.0,5,60.0,60.0,41.0,41.0,41.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,36.001,0.003,5,60.0,60.0,60.0,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,42,1 2 7 11,(7 * 2) + (11 - 1) = 24,True,182.37,41.0,41.0,41.0,5,41.0,41.0,41.0,41.0,41.0,60.0,28.002,20.002000000000002,5,60.0,20.002000000000002,20.002000000000002,20.002000000000002,20.002000000000002,60.0,24.002,0.003,5,60.0,60.0,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,41,4 5 10 12,(12 * 5) / (10 / 4) = 24,True,182.39,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,40.001000000000005,12.602,1.002,5,40.001000000000005,20.002,1.002,1.002,1.002,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,48,1 2 3 13,(13 * 2) - 3 + 1 = 24,True,182.48,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,0.003,0.003,0.003,5,0.003,0.003,0.003,0.003,0.003,60.0,20.002,0.003,5,60.0,40.001000000000005,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,36,6 11 12 13,(13 - 11) * 6 + 12 = 24,True,182.58,60.0,37.0,21.001,5,60.0,60.0,22.0,22.0,21.001,60.0,52.4,41.0,5,60.0,60.0,60.0,41.0,41.0,60.0,24.002,0.003,5,60.0,60.0,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,39,2 6 8 12,(6 * (8 - 2)) - 12 = 24,True,182.62,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,5,40.0,40.0,40.0,40.0,40.0,60.0,32.001,0.003,5,60.0,60.0,40.001000000000005,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,47,2 3 9 10,((10 - 2) * 9) / 3 = 24,True,186.13,60.0,56.2,41.0,5,60.0,60.0,60.0,60.0,41.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,36.001,20.002000000000002,5,60.0,40.001000000000005,40.001000000000005,20.002000000000002,20.002000000000002
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,32,6 6 7 12,(7 * 6) - 6 - 12 = 24,True,192.8,60.0,40.8,21.001,5,60.0,60.0,41.0,22.0,21.001,40.0,32.4,21.0,5,40.0,40.0,40.0,21.0,21.0,40.001,8.003,0.003,5,40.001,0.003,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,99,4 9 10 13,4 * (10 - (13 - 9)) = 24,True,65.38,60.0,56.2,41.0,5,60.0,60.0,60.0,60.0,41.0,60.0,44.201,21.001,5,60.0,60.0,40.001000000000005,40.001000000000005,21.001,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,72,1 5 12 12,(12 * 12) / (5 + 1) = 24,True,121.28,60.0,52.4,41.0,5,60.0,60.0,60.0,41.0,41.0,60.0,56.0,40.001000000000005,5,60.0,60.0,60.0,60.0,40.001000000000005,60.0,44.001,0.003,5,60.0,60.0,60.0,40.001000000000005,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,90,3 4 8 12,3 * (8 - 4) + 12 = 24,True,122.44,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,36.001,0.003,5,60.0,60.0,60.0,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,98,4 8 11 13,(11 - (13 - 8)) * 4 = 24,True,122.49,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,91,2 4 6 11,(11 + 4) * 2 - 6 = 24,True,122.63,60.0,33.2,3.0,5,60.0,60.0,22.0,21.001,3.0,20.002000000000002,8.402,0.003,5,20.002000000000002,20.002,1.0019999999999998,1.0019999999999998,0.003,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,65,1 9 10 13,(9 - 1) * (13 - 10) = 24,True,122.9,60.0,56.2,41.0,5,60.0,60.0,60.0,60.0,41.0,40.001000000000005,8.003,0.003,5,40.001000000000005,0.003,0.003,0.003,0.003,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,50,1 2 2 9,(9 + (1 + 2)) * 2 = 24,True,122.95,60.0,36.401,21.001,5,60.0,40.001000000000005,40.001000000000005,21.001,21.001,40.001000000000005,24.002,0.003,5,40.001000000000005,40.001000000000005,20.002,20.002,0.003,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,92,2 2 8 9,(9 * 2) + 8 - 2 = 24,True,122.97,60.0,52.4,41.0,5,60.0,60.0,60.0,41.0,41.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,83,2 3 4 9,(9 + 3) / 2 * 4 = 24,True,123.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,85,5 9 12 12,12 * (9 - (12 - 5)) = 24,True,123.22,60.0,44.8,3.0,5,60.0,60.0,60.0,41.0,3.0,60.0,56.0,40.001,5,60.0,60.0,60.0,60.0,40.001,60.0,16.002,0.003,5,60.0,20.002,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,77,3 5 7 10,(3 + 5) * (10 - 7) = 24,True,124.06,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,32.201,1.002,5,60.0,60.0,20.002000000000002,20.002000000000002,1.002,60.0,36.001,0.003,5,60.0,60.0,40.001000000000005,20.002000000000002,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,76,3 3 9 12,(9 - 3) * (12 / 3) = 24,True,124.51,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,40.001,40.001,40.001,5,40.001,40.001,40.001,40.001,40.001,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,70,4 4 8 12,(4 * 4) - 8 + 12 = 24,False,125.1,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,5,40.0,40.0,40.0,40.0,40.0,60.0,24.002,0.003,5,60.0,60.0,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,64,1 7 10 13,(1 + 7) * (13 - 10) = 24,True,125.28,60.0,56.2,41.0,5,60.0,60.0,60.0,60.0,41.0,60.0,28.401,1.002,5,60.0,40.001000000000005,40.001000000000005,1.002,1.002,60.0,52.0,20.002000000000002,5,60.0,60.0,60.0,60.0,20.002000000000002
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,56,3 4 6 8,(4 * 3) * (8 - 6) = 24,True,140.53,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,63,4 4 7 10,(10 - 7) * (4 + 4) = 24,True,141.66,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,44.001,40.001,5,60.0,40.001,40.001,40.001,40.001,60.0,24.002,0.003,5,60.0,60.0,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,57,1 7 9 11,(11 + 1) * (9 - 7) = 24,True,144.58,40.0,32.0,20.001,5,40.0,40.0,40.0,20.001,20.001,60.0,44.001,40.001,5,60.0,40.001,40.001,40.001,40.001,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,84,2 6 7 11,(11 + 7 - 6) * 2 = 24,True,182.9,60.0,48.6,41.0,5,60.0,60.0,41.0,41.0,41.0,60.0,52.0,40.001000000000005,5,60.0,60.0,60.0,40.001000000000005,40.001000000000005,60.0,20.002,0.003,5,60.0,40.001000000000005,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,51,1 3 6 11,(11 + 1) / 3 * 6 = 24,True,121.44,60.0,40.401,22.0,5,60.0,40.001000000000005,40.001000000000005,40.001000000000005,22.0,60.0,24.601,1.002,5,60.0,40.001000000000005,21.001,1.002,1.002,60.0,52.0,20.002000000000002,5,60.0,60.0,60.0,60.0,20.002000000000002
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,93,1 5 6 7,(6 * 5) - (7 - 1) = 24,True,120.32,21.0,13.4,2.0,5,21.0,21.0,21.0,2.0,2.0,20.002,20.002,20.002,5,20.002,20.002,20.002,20.002,20.002,60.0,24.002,0.003,5,60.0,60.0,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,86,1 2 7 12,(7 - 1) * 2 + 12 = 24,True,121.02,60.0,48.6,22.0,5,60.0,60.0,60.0,41.0,22.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,20.002,0.003,5,60.0,20.002000000000002,20.002000000000002,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,79,2 3 10 12,(10 * 2) + (12 / 3) = 24,True,121.06,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,56.0,40.001000000000005,5,60.0,60.0,60.0,60.0,40.001000000000005,60.0,16.002,0.003,5,60.0,20.002,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,58,2 3 6 13,(13 * 2) - (6 / 3) = 24,True,178.63,60.0,52.2,40.001,5,60.0,60.0,60.0,41.0,40.001,40.001,16.002,0.003,5,40.001,20.002000000000002,20.002000000000002,0.003,0.003,60.0,36.001,20.002,5,60.0,60.0,20.002,20.002,20.002
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,73,5 6 6 8,6 * (8 - 5) + 6 = 24,True,121.16,60.0,56.2,41.0,5,60.0,60.0,60.0,60.0,41.0,60.0,48.6,41.0,5,60.0,60.0,41.0,41.0,41.0,60.0,36.001,0.003,5,60.0,60.0,60.0,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,80,3 4 6 6,(6 + 6 - 4) * 3 = 24,True,119.57,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,56.0,40.001000000000005,5,60.0,60.0,60.0,60.0,40.001000000000005,60.0,56.0,40.001,5,60.0,60.0,60.0,60.0,40.001
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,59,2 2 5 12,(12 + 2) + (2 * 5) = 24,True,121.53,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,48.001,40.001,5,60.0,60.0,40.001000000000005,40.001000000000005,40.001,60.0,56.0,40.001,5,60.0,60.0,60.0,60.0,40.001
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,87,2 4 5 6,(5 * 6) - 4 - 2 = 24,True,121.46,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,40.0,40.0,40.0,5,40.0,40.0,40.0,40.0,40.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,66,3 3 4 11,((11 - 4) * 3) + 3 = 24,True,123.04,60.0,44.8,22.0,5,60.0,60.0,60.0,22.0,22.0,60.0,44.001,40.001000000000005,5,60.0,40.001000000000005,40.001000000000005,40.001000000000005,40.001000000000005,60.0,36.001,0.003,5,60.0,60.0,60.0,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,78,4 10 12 13,(13 - 10) * 4 + 12 = 24,True,302.67,60.0,48.6,22.0,5,60.0,60.0,60.0,41.0,22.0,60.0,44.4,21.001,5,60.0,60.0,41.0,40.001000000000005,21.001,60.0,44.001,20.002000000000002,5,60.0,60.0,60.0,20.002000000000002,20.002000000000002
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,74,7 7 8 11,8 * (7 - (11 - 7)) = 24,True,177.8,60.0,44.8,41.0,5,60.0,41.0,41.0,41.0,41.0,40.001,28.601,21.001,5,40.001,40.001,21.001,21.001,21.001,60.0,24.002,0.003,5,60.0,60.0,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,94,5 8 10 11,(11 - 5) + (8 + 10) = 24,True,179.71,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,28.002,0.003,5,60.0,60.0,20.002,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,67,2 5 7 7,(7 + 7) + (2 * 5) = 24,True,177.65,60.0,48.4,40.001,5,60.0,60.0,41.0,41.0,40.001,60.0,40.001,0.003,5,60.0,60.0,60.0,20.002000000000002,0.003,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,95,4 4 9 12,(9 - (12 / 4)) * 4 = 24,True,158.38,60.0,56.2,41.0,5,60.0,60.0,60.0,60.0,41.0,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,88,5 5 8 13,(13 - (5 + 5)) * 8 = 24,True,120.13,60.0,44.8,41.0,5,60.0,41.0,41.0,41.0,41.0,40.001,40.001,40.001,5,40.001,40.001,40.001,40.001,40.001,60.0,24.002,0.003,5,60.0,60.0,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,52,5 10 12 13,(12 / 5) * 10 = 24,False,181.37,60.0,48.6,41.0,5,60.0,60.0,41.0,41.0,41.0,41.0,41.0,41.0,5,41.0,41.0,41.0,41.0,41.0,20.002000000000002,4.003,0.003,5,20.002000000000002,0.003,0.003,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,60,2 6 8 13,(13 * 2) - 8 + 6 = 24,True,164.95,40.0,17.2,2.0,5,40.0,21.0,21.0,2.0,2.0,40.0,40.0,40.0,5,40.0,40.0,40.0,40.0,40.0,60.0,48.001,40.001000000000005,5,60.0,60.0,40.001000000000005,40.001000000000005,40.001000000000005
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,54,6 7 10 12,(6 * 12) / (10 - 7) = 24,True,118.88,60.0,37.2,22.0,5,60.0,41.0,41.0,22.0,22.0,60.0,24.401,0.003,5,60.0,21.001,21.001,20.002,0.003,60.0,44.001,0.003,5,60.0,60.0,60.0,40.001000000000005,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,75,1 3 7 10,(3 - 1) * 7 + 10 = 24,True,120.22,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,48.001,40.001,5,60.0,60.0,40.001,40.001,40.001,60.0,52.0,20.002000000000002,5,60.0,60.0,60.0,60.0,20.002000000000002
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,53,2 3 6 6,(6 + 2) * (6 - 3) = 24,True,221.44,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,48.001,40.001000000000005,5,60.0,60.0,40.001000000000005,40.001000000000005,40.001000000000005,60.0,36.001,0.003,5,60.0,60.0,60.0,0.003,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,96,2 5 6 6,(5 - 2) * 6 + 6 = 24,True,119.9,60.0,52.4,22.0,5,60.0,60.0,60.0,60.0,22.0,40.0,40.0,40.0,5,40.0,40.0,40.0,40.0,40.0,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,89,2 3 3 10,(10 / 2 + 3) * 3 = 24,True,120.01,60.0,56.2,41.0,5,60.0,60.0,60.0,60.0,41.0,60.0,12.002,0.003,5,60.0,0.003,0.003,0.003,0.003,60.0,48.001,0.003,5,60.0,60.0,60.0,60.0,0.003
tot_b5.rescored.jsonl,tot,5,batched,,gemini-3.1-flash-lite,61,8 8 10 12,(12 - 10) * 8 + 8 = 24,True,121.06,60.0,60.0,60.0,5,60.0,60.0,60.0,60.0,60.0,60.0,44.8,41.0,5,60.0,41.0,41.0,41.0,41.0,40.001,24.002,0.003,5,40.001,40.001,20.002000000000002,20.002000000000002,0.003
